year,sciname,cat,cat_txt,cat_score
2016,Plagiotremus rhinorhynchos,LC,Least Concern,0
2017,Plagiotremus rhinorhynchos,LC,Least Concern,0
2018,Plagiotremus rhinorhynchos,LC,Least Concern,0
2019,Plagiotremus rhinorhynchos,LC,Least Concern,0
2020,Plagiotremus rhinorhynchos,LC,Least Concern,0
2014,Plagiotremus tapeinosoma,LC,Least Concern,0
2015,Plagiotremus tapeinosoma,LC,Least Concern,0
2016,Plagiotremus tapeinosoma,LC,Least Concern,0
2017,Plagiotremus tapeinosoma,LC,Least Concern,0
2018,Plagiotremus tapeinosoma,LC,Least Concern,0
2019,Plagiotremus tapeinosoma,LC,Least Concern,0
2020,Plagiotremus tapeinosoma,LC,Least Concern,0
2008,Platygyra carnosus,NT,Near Threatened,0.2
2009,Platygyra carnosus,NT,Near Threatened,0.2
2010,Platygyra carnosus,NT,Near Threatened,0.2
2011,Platygyra carnosus,NT,Near Threatened,0.2
2012,Platygyra carnosus,NT,Near Threatened,0.2
2013,Platygyra carnosus,NT,Near Threatened,0.2
2014,Platygyra carnosus,NT,Near Threatened,0.2
2015,Platygyra carnosus,NT,Near Threatened,0.2
2016,Platygyra carnosus,NT,Near Threatened,0.2
2017,Platygyra carnosus,NT,Near Threatened,0.2
2018,Platygyra carnosus,NT,Near Threatened,0.2
2019,Platygyra carnosus,NT,Near Threatened,0.2
2020,Platygyra carnosus,NT,Near Threatened,0.2
2008,Platygyra contorta,LC,Least Concern,0
2009,Platygyra contorta,LC,Least Concern,0
2010,Platygyra contorta,LC,Least Concern,0
2011,Platygyra contorta,LC,Least Concern,0
2012,Platygyra contorta,LC,Least Concern,0
2013,Platygyra contorta,LC,Least Concern,0
2014,Platygyra contorta,LC,Least Concern,0
2015,Platygyra contorta,LC,Least Concern,0
2016,Platygyra contorta,LC,Least Concern,0
2017,Platygyra contorta,LC,Least Concern,0
2018,Platygyra contorta,LC,Least Concern,0
2019,Platygyra contorta,LC,Least Concern,0
2020,Platygyra contorta,LC,Least Concern,0
2008,Platygyra daedalea,LC,Least Concern,0
2009,Platygyra daedalea,LC,Least Concern,0
2010,Platygyra daedalea,LC,Least Concern,0
2011,Platygyra daedalea,LC,Least Concern,0
2012,Platygyra daedalea,LC,Least Concern,0
2013,Platygyra daedalea,LC,Least Concern,0
2014,Platygyra daedalea,LC,Least Concern,0
2015,Platygyra daedalea,LC,Least Concern,0
2016,Platygyra daedalea,LC,Least Concern,0
2017,Platygyra daedalea,LC,Least Concern,0
2018,Platygyra daedalea,LC,Least Concern,0
2019,Platygyra daedalea,LC,Least Concern,0
2020,Platygyra daedalea,LC,Least Concern,0
2008,Platygyra pini,LC,Least Concern,0
2009,Platygyra pini,LC,Least Concern,0
2010,Platygyra pini,LC,Least Concern,0
2011,Platygyra pini,LC,Least Concern,0
2012,Platygyra pini,LC,Least Concern,0
2013,Platygyra pini,LC,Least Concern,0
2014,Platygyra pini,LC,Least Concern,0
2015,Platygyra pini,LC,Least Concern,0
2016,Platygyra pini,LC,Least Concern,0
2017,Platygyra pini,LC,Least Concern,0
2018,Platygyra pini,LC,Least Concern,0
2019,Platygyra pini,LC,Least Concern,0
2020,Platygyra pini,LC,Least Concern,0
2008,Platygyra ryukyuensis,NT,Near Threatened,0.2
2009,Platygyra ryukyuensis,NT,Near Threatened,0.2
2010,Platygyra ryukyuensis,NT,Near Threatened,0.2
2011,Platygyra ryukyuensis,NT,Near Threatened,0.2
2012,Platygyra ryukyuensis,NT,Near Threatened,0.2
2013,Platygyra ryukyuensis,NT,Near Threatened,0.2
2014,Platygyra ryukyuensis,NT,Near Threatened,0.2
2015,Platygyra ryukyuensis,NT,Near Threatened,0.2
2016,Platygyra ryukyuensis,NT,Near Threatened,0.2
2017,Platygyra ryukyuensis,NT,Near Threatened,0.2
2018,Platygyra ryukyuensis,NT,Near Threatened,0.2
2019,Platygyra ryukyuensis,NT,Near Threatened,0.2
2020,Platygyra ryukyuensis,NT,Near Threatened,0.2
2008,Platygyra sinensis,LC,Least Concern,0
2009,Platygyra sinensis,LC,Least Concern,0
2010,Platygyra sinensis,LC,Least Concern,0
2011,Platygyra sinensis,LC,Least Concern,0
2012,Platygyra sinensis,LC,Least Concern,0
2013,Platygyra sinensis,LC,Least Concern,0
2014,Platygyra sinensis,LC,Least Concern,0
2015,Platygyra sinensis,LC,Least Concern,0
2016,Platygyra sinensis,LC,Least Concern,0
2017,Platygyra sinensis,LC,Least Concern,0
2018,Platygyra sinensis,LC,Least Concern,0
2019,Platygyra sinensis,LC,Least Concern,0
2020,Platygyra sinensis,LC,Least Concern,0
2007,Plectropomus laevis,VU,Vulnerable,0.4
2008,Plectropomus laevis,VU,Vulnerable,0.4
2009,Plectropomus laevis,VU,Vulnerable,0.4
2010,Plectropomus laevis,VU,Vulnerable,0.4
2011,Plectropomus laevis,VU,Vulnerable,0.4
2012,Plectropomus laevis,VU,Vulnerable,0.4
2013,Plectropomus laevis,VU,Vulnerable,0.4
2014,Plectropomus laevis,VU,Vulnerable,0.4
2015,Plectropomus laevis,VU,Vulnerable,0.4
2016,Plectropomus laevis,VU,Vulnerable,0.4
2017,Plectropomus laevis,VU,Vulnerable,0.4
2018,Plectropomus laevis,LC,Least Concern,0
2019,Plectropomus laevis,LC,Least Concern,0
2020,Plectropomus laevis,LC,Least Concern,0
2008,Plerogyra sinuosa,NT,Near Threatened,0.2
2009,Plerogyra sinuosa,NT,Near Threatened,0.2
2010,Plerogyra sinuosa,NT,Near Threatened,0.2
2011,Plerogyra sinuosa,NT,Near Threatened,0.2
2012,Plerogyra sinuosa,NT,Near Threatened,0.2
2013,Plerogyra sinuosa,NT,Near Threatened,0.2
2014,Plerogyra sinuosa,NT,Near Threatened,0.2
2015,Plerogyra sinuosa,NT,Near Threatened,0.2
2016,Plerogyra sinuosa,NT,Near Threatened,0.2
2017,Plerogyra sinuosa,NT,Near Threatened,0.2
2018,Plerogyra sinuosa,NT,Near Threatened,0.2
2019,Plerogyra sinuosa,NT,Near Threatened,0.2
2020,Plerogyra sinuosa,NT,Near Threatened,0.2
2010,Pomacanthus imperator,LC,Least Concern,0
2011,Pomacanthus imperator,LC,Least Concern,0
2012,Pomacanthus imperator,LC,Least Concern,0
2013,Pomacanthus imperator,LC,Least Concern,0
2014,Pomacanthus imperator,LC,Least Concern,0
2015,Pomacanthus imperator,LC,Least Concern,0
2016,Pomacanthus imperator,LC,Least Concern,0
2017,Pomacanthus imperator,LC,Least Concern,0
2018,Pomacanthus imperator,LC,Least Concern,0
2019,Pomacanthus imperator,LC,Least Concern,0
2020,Pomacanthus imperator,LC,Least Concern,0
2000,Prionace glauca,NT,Lower Risk/near threatened,0.2
2001,Prionace glauca,NT,Lower Risk/near threatened,0.2
2002,Prionace glauca,NT,Lower Risk/near threatened,0.2
2003,Prionace glauca,NT,Lower Risk/near threatened,0.2
2004,Prionace glauca,NT,Lower Risk/near threatened,0.2
2005,Prionace glauca,NT,Lower Risk/near threatened,0.2
2006,Prionace glauca,NT,Lower Risk/near threatened,0.2
2007,Prionace glauca,NT,Lower Risk/near threatened,0.2
2008,Prionace glauca,NT,Lower Risk/near threatened,0.2
2009,Prionace glauca,NT,Near Threatened,0.2
2010,Prionace glauca,NT,Near Threatened,0.2
2011,Prionace glauca,NT,Near Threatened,0.2
2012,Prionace glauca,NT,Near Threatened,0.2
2013,Prionace glauca,NT,Near Threatened,0.2
2014,Prionace glauca,NT,Near Threatened,0.2
2015,Prionace glauca,NT,Near Threatened,0.2
2016,Prionace glauca,NT,Near Threatened,0.2
2017,Prionace glauca,NT,Near Threatened,0.2
2018,Prionace glauca,NT,Near Threatened,0.2
2019,Prionace glauca,NT,Near Threatened,0.2
2020,Prionace glauca,NT,Near Threatened,0.2
2000,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2001,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2002,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2003,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2004,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2005,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2006,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2007,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2008,Pseudocarcharias kamoharai,NT,Lower Risk/near threatened,0.2
2009,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2010,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2011,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2012,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2013,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2014,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2015,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2016,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2017,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2018,Pseudocarcharias kamoharai,NT,Near Threatened,0.2
2019,Pseudocarcharias kamoharai,LC,Least Concern,0
2020,Pseudocarcharias kamoharai,LC,Least Concern,0
2010,Pseudocheilinus evanidus,LC,Least Concern,0
2011,Pseudocheilinus evanidus,LC,Least Concern,0
2012,Pseudocheilinus evanidus,LC,Least Concern,0
2013,Pseudocheilinus evanidus,LC,Least Concern,0
2014,Pseudocheilinus evanidus,LC,Least Concern,0
2015,Pseudocheilinus evanidus,LC,Least Concern,0
2016,Pseudocheilinus evanidus,LC,Least Concern,0
2017,Pseudocheilinus evanidus,LC,Least Concern,0
2018,Pseudocheilinus evanidus,LC,Least Concern,0
2019,Pseudocheilinus evanidus,LC,Least Concern,0
2020,Pseudocheilinus evanidus,LC,Least Concern,0
2010,Pseudocheilinus hexataenia,LC,Least Concern,0
2011,Pseudocheilinus hexataenia,LC,Least Concern,0
2012,Pseudocheilinus hexataenia,LC,Least Concern,0
2013,Pseudocheilinus hexataenia,LC,Least Concern,0
2014,Pseudocheilinus hexataenia,LC,Least Concern,0
2015,Pseudocheilinus hexataenia,LC,Least Concern,0
2016,Pseudocheilinus hexataenia,LC,Least Concern,0
2017,Pseudocheilinus hexataenia,LC,Least Concern,0
2018,Pseudocheilinus hexataenia,LC,Least Concern,0
2019,Pseudocheilinus hexataenia,LC,Least Concern,0
2020,Pseudocheilinus hexataenia,LC,Least Concern,0
2010,Pseudocheilinus ocellatus,LC,Least Concern,0
2011,Pseudocheilinus ocellatus,LC,Least Concern,0
2012,Pseudocheilinus ocellatus,LC,Least Concern,0
2013,Pseudocheilinus ocellatus,LC,Least Concern,0
2014,Pseudocheilinus ocellatus,LC,Least Concern,0
2015,Pseudocheilinus ocellatus,LC,Least Concern,0
2016,Pseudocheilinus ocellatus,LC,Least Concern,0
2017,Pseudocheilinus ocellatus,LC,Least Concern,0
2018,Pseudocheilinus ocellatus,LC,Least Concern,0
2019,Pseudocheilinus ocellatus,LC,Least Concern,0
2020,Pseudocheilinus ocellatus,LC,Least Concern,0
2010,Pseudocheilinus octotaenia,LC,Least Concern,0
2011,Pseudocheilinus octotaenia,LC,Least Concern,0
2012,Pseudocheilinus octotaenia,LC,Least Concern,0
2013,Pseudocheilinus octotaenia,LC,Least Concern,0
2014,Pseudocheilinus octotaenia,LC,Least Concern,0
2015,Pseudocheilinus octotaenia,LC,Least Concern,0
2016,Pseudocheilinus octotaenia,LC,Least Concern,0
2017,Pseudocheilinus octotaenia,LC,Least Concern,0
2018,Pseudocheilinus octotaenia,LC,Least Concern,0
2019,Pseudocheilinus octotaenia,LC,Least Concern,0
2020,Pseudocheilinus octotaenia,LC,Least Concern,0
2010,Pseudocoris heteroptera,LC,Least Concern,0
2011,Pseudocoris heteroptera,LC,Least Concern,0
2012,Pseudocoris heteroptera,LC,Least Concern,0
2013,Pseudocoris heteroptera,LC,Least Concern,0
2014,Pseudocoris heteroptera,LC,Least Concern,0
2015,Pseudocoris heteroptera,LC,Least Concern,0
2016,Pseudocoris heteroptera,LC,Least Concern,0
2017,Pseudocoris heteroptera,LC,Least Concern,0
2018,Pseudocoris heteroptera,LC,Least Concern,0
2019,Pseudocoris heteroptera,LC,Least Concern,0
2020,Pseudocoris heteroptera,LC,Least Concern,0
2010,Pseudodax moluccanus,LC,Least Concern,0
2011,Pseudodax moluccanus,LC,Least Concern,0
2012,Pseudodax moluccanus,LC,Least Concern,0
2013,Pseudodax moluccanus,LC,Least Concern,0
2014,Pseudodax moluccanus,LC,Least Concern,0
2015,Pseudodax moluccanus,LC,Least Concern,0
2016,Pseudodax moluccanus,LC,Least Concern,0
2017,Pseudodax moluccanus,LC,Least Concern,0
2018,Pseudodax moluccanus,LC,Least Concern,0
2019,Pseudodax moluccanus,LC,Least Concern,0
2020,Pseudodax moluccanus,LC,Least Concern,0
2000,Pseudorca crassidens,LC,Lower Risk/least concern,0
2001,Pseudorca crassidens,LC,Lower Risk/least concern,0
2002,Pseudorca crassidens,LC,Lower Risk/least concern,0
2003,Pseudorca crassidens,LC,Lower Risk/least concern,0
2004,Pseudorca crassidens,LC,Lower Risk/least concern,0
2005,Pseudorca crassidens,LC,Lower Risk/least concern,0
2006,Pseudorca crassidens,LC,Lower Risk/least concern,0
2007,Pseudorca crassidens,LC,Lower Risk/least concern,0
2018,Pseudorca crassidens,NT,Near Threatened,0.2
2019,Pseudorca crassidens,NT,Near Threatened,0.2
2020,Pseudorca crassidens,NT,Near Threatened,0.2
2000,Pterodroma alba,VU,Vulnerable,0.4
2001,Pterodroma alba,VU,Vulnerable,0.4
2002,Pterodroma alba,VU,Vulnerable,0.4
2003,Pterodroma alba,VU,Vulnerable,0.4
2004,Pterodroma alba,EN,Endangered,0.6
2005,Pterodroma alba,EN,Endangered,0.6
2006,Pterodroma alba,EN,Endangered,0.6
2007,Pterodroma alba,EN,Endangered,0.6
2008,Pterodroma alba,EN,Endangered,0.6
2009,Pterodroma alba,EN,Endangered,0.6
2010,Pterodroma alba,EN,Endangered,0.6
2011,Pterodroma alba,EN,Endangered,0.6
2012,Pterodroma alba,EN,Endangered,0.6
2013,Pterodroma alba,EN,Endangered,0.6
2014,Pterodroma alba,EN,Endangered,0.6
2015,Pterodroma alba,EN,Endangered,0.6
2016,Pterodroma alba,EN,Endangered,0.6
2017,Pterodroma alba,EN,Endangered,0.6
2018,Pterodroma alba,EN,Endangered,0.6
2019,Pterodroma alba,EN,Endangered,0.6
2020,Pterodroma alba,EN,Endangered,0.6
2000,Pterodroma brevipes,LC,Lower Risk/least concern,0
2001,Pterodroma brevipes,LC,Lower Risk/least concern,0
2002,Pterodroma brevipes,LC,Lower Risk/least concern,0
2003,Pterodroma brevipes,LC,Lower Risk/least concern,0
2004,Pterodroma brevipes,LC,Least Concern,0
2005,Pterodroma brevipes,LC,Least Concern,0
2006,Pterodroma brevipes,NT,Near Threatened,0.2
2007,Pterodroma brevipes,NT,Near Threatened,0.2
2008,Pterodroma brevipes,NT,Near Threatened,0.2
2009,Pterodroma brevipes,NT,Near Threatened,0.2
2010,Pterodroma brevipes,NT,Near Threatened,0.2
2011,Pterodroma brevipes,VU,Vulnerable,0.4
2012,Pterodroma brevipes,VU,Vulnerable,0.4
2013,Pterodroma brevipes,VU,Vulnerable,0.4
2014,Pterodroma brevipes,VU,Vulnerable,0.4
2015,Pterodroma brevipes,VU,Vulnerable,0.4
2016,Pterodroma brevipes,VU,Vulnerable,0.4
2017,Pterodroma brevipes,VU,Vulnerable,0.4
2018,Pterodroma brevipes,VU,Vulnerable,0.4
2019,Pterodroma brevipes,VU,Vulnerable,0.4
2020,Pterodroma brevipes,VU,Vulnerable,0.4
2000,Pterodroma cervicalis,VU,Vulnerable,0.4
2001,Pterodroma cervicalis,VU,Vulnerable,0.4
2002,Pterodroma cervicalis,VU,Vulnerable,0.4
2003,Pterodroma cervicalis,VU,Vulnerable,0.4
2004,Pterodroma cervicalis,VU,Vulnerable,0.4
2005,Pterodroma cervicalis,VU,Vulnerable,0.4
2006,Pterodroma cervicalis,VU,Vulnerable,0.4
2007,Pterodroma cervicalis,VU,Vulnerable,0.4
2008,Pterodroma cervicalis,VU,Vulnerable,0.4
2009,Pterodroma cervicalis,VU,Vulnerable,0.4
2010,Pterodroma cervicalis,VU,Vulnerable,0.4
2011,Pterodroma cervicalis,VU,Vulnerable,0.4
2012,Pterodroma cervicalis,VU,Vulnerable,0.4
2013,Pterodroma cervicalis,VU,Vulnerable,0.4
2014,Pterodroma cervicalis,VU,Vulnerable,0.4
2015,Pterodroma cervicalis,VU,Vulnerable,0.4
2016,Pterodroma cervicalis,VU,Vulnerable,0.4
2017,Pterodroma cervicalis,VU,Vulnerable,0.4
2018,Pterodroma cervicalis,VU,Vulnerable,0.4
2019,Pterodroma cervicalis,VU,Vulnerable,0.4
2020,Pterodroma cervicalis,VU,Vulnerable,0.4
2000,Pterodroma cookii,EN,Endangered,0.6
2001,Pterodroma cookii,EN,Endangered,0.6
2002,Pterodroma cookii,EN,Endangered,0.6
2003,Pterodroma cookii,EN,Endangered,0.6
2004,Pterodroma cookii,EN,Endangered,0.6
2005,Pterodroma cookii,EN,Endangered,0.6
2006,Pterodroma cookii,EN,Endangered,0.6
2007,Pterodroma cookii,EN,Endangered,0.6
2008,Pterodroma cookii,EN,Endangered,0.6
2009,Pterodroma cookii,VU,Vulnerable,0.4
2010,Pterodroma cookii,VU,Vulnerable,0.4
2011,Pterodroma cookii,VU,Vulnerable,0.4
2012,Pterodroma cookii,VU,Vulnerable,0.4
2013,Pterodroma cookii,VU,Vulnerable,0.4
2014,Pterodroma cookii,VU,Vulnerable,0.4
2015,Pterodroma cookii,VU,Vulnerable,0.4
2016,Pterodroma cookii,VU,Vulnerable,0.4
2017,Pterodroma cookii,VU,Vulnerable,0.4
2018,Pterodroma cookii,VU,Vulnerable,0.4
2019,Pterodroma cookii,VU,Vulnerable,0.4
2020,Pterodroma cookii,VU,Vulnerable,0.4
2000,Pterodroma heraldica,LC,Lower Risk/least concern,0
2001,Pterodroma heraldica,LC,Lower Risk/least concern,0
2002,Pterodroma heraldica,LC,Lower Risk/least concern,0
2003,Pterodroma heraldica,LC,Lower Risk/least concern,0
2004,Pterodroma heraldica,LC,Least Concern,0
2005,Pterodroma heraldica,LC,Least Concern,0
2006,Pterodroma heraldica,LC,Least Concern,0
2007,Pterodroma heraldica,LC,Least Concern,0
2008,Pterodroma heraldica,LC,Least Concern,0
2009,Pterodroma heraldica,LC,Least Concern,0
2010,Pterodroma heraldica,LC,Least Concern,0
2011,Pterodroma heraldica,LC,Least Concern,0
2012,Pterodroma heraldica,LC,Least Concern,0
2013,Pterodroma heraldica,LC,Least Concern,0
2014,Pterodroma heraldica,LC,Least Concern,0
2015,Pterodroma heraldica,LC,Least Concern,0
2016,Pterodroma heraldica,LC,Least Concern,0
2017,Pterodroma heraldica,LC,Least Concern,0
2018,Pterodroma heraldica,LC,Least Concern,0
2019,Pterodroma heraldica,LC,Least Concern,0
2020,Pterodroma heraldica,LC,Least Concern,0
2000,Pterodroma inexpectata,NT,Lower Risk/near threatened,0.2
2001,Pterodroma inexpectata,NT,Lower Risk/near threatened,0.2
2002,Pterodroma inexpectata,NT,Lower Risk/near threatened,0.2
2003,Pterodroma inexpectata,NT,Lower Risk/near threatened,0.2
2004,Pterodroma inexpectata,NT,Near Threatened,0.2
2005,Pterodroma inexpectata,NT,Near Threatened,0.2
2006,Pterodroma inexpectata,NT,Near Threatened,0.2
2007,Pterodroma inexpectata,NT,Near Threatened,0.2
2008,Pterodroma inexpectata,NT,Near Threatened,0.2
2009,Pterodroma inexpectata,NT,Near Threatened,0.2
2010,Pterodroma inexpectata,NT,Near Threatened,0.2
2011,Pterodroma inexpectata,NT,Near Threatened,0.2
2012,Pterodroma inexpectata,NT,Near Threatened,0.2
2013,Pterodroma inexpectata,NT,Near Threatened,0.2
2014,Pterodroma inexpectata,NT,Near Threatened,0.2
2015,Pterodroma inexpectata,NT,Near Threatened,0.2
2016,Pterodroma inexpectata,NT,Near Threatened,0.2
2017,Pterodroma inexpectata,NT,Near Threatened,0.2
2018,Pterodroma inexpectata,NT,Near Threatened,0.2
2019,Pterodroma inexpectata,NT,Near Threatened,0.2
2020,Pterodroma inexpectata,NT,Near Threatened,0.2
2000,Pterodroma leucoptera,VU,Vulnerable,0.4
2001,Pterodroma leucoptera,VU,Vulnerable,0.4
2002,Pterodroma leucoptera,VU,Vulnerable,0.4
2003,Pterodroma leucoptera,VU,Vulnerable,0.4
2004,Pterodroma leucoptera,VU,Vulnerable,0.4
2005,Pterodroma leucoptera,VU,Vulnerable,0.4
2006,Pterodroma leucoptera,VU,Vulnerable,0.4
2007,Pterodroma leucoptera,VU,Vulnerable,0.4
2008,Pterodroma leucoptera,VU,Vulnerable,0.4
2009,Pterodroma leucoptera,VU,Vulnerable,0.4
2010,Pterodroma leucoptera,VU,Vulnerable,0.4
2011,Pterodroma leucoptera,VU,Vulnerable,0.4
2012,Pterodroma leucoptera,VU,Vulnerable,0.4
2013,Pterodroma leucoptera,VU,Vulnerable,0.4
2014,Pterodroma leucoptera,VU,Vulnerable,0.4
2015,Pterodroma leucoptera,VU,Vulnerable,0.4
2016,Pterodroma leucoptera,VU,Vulnerable,0.4
2017,Pterodroma leucoptera,VU,Vulnerable,0.4
2018,Pterodroma leucoptera,VU,Vulnerable,0.4
2019,Pterodroma leucoptera,VU,Vulnerable,0.4
2020,Pterodroma leucoptera,VU,Vulnerable,0.4
2000,Pterodroma longirostris,VU,Vulnerable,0.4
2001,Pterodroma longirostris,VU,Vulnerable,0.4
2002,Pterodroma longirostris,VU,Vulnerable,0.4
2003,Pterodroma longirostris,VU,Vulnerable,0.4
2004,Pterodroma longirostris,VU,Vulnerable,0.4
2005,Pterodroma longirostris,VU,Vulnerable,0.4
2006,Pterodroma longirostris,VU,Vulnerable,0.4
2007,Pterodroma longirostris,VU,Vulnerable,0.4
2008,Pterodroma longirostris,VU,Vulnerable,0.4
2009,Pterodroma longirostris,VU,Vulnerable,0.4
2010,Pterodroma longirostris,VU,Vulnerable,0.4
2011,Pterodroma longirostris,VU,Vulnerable,0.4
2012,Pterodroma longirostris,VU,Vulnerable,0.4
2013,Pterodroma longirostris,VU,Vulnerable,0.4
2014,Pterodroma longirostris,VU,Vulnerable,0.4
2015,Pterodroma longirostris,VU,Vulnerable,0.4
2016,Pterodroma longirostris,VU,Vulnerable,0.4
2017,Pterodroma longirostris,VU,Vulnerable,0.4
2018,Pterodroma longirostris,VU,Vulnerable,0.4
2019,Pterodroma longirostris,VU,Vulnerable,0.4
2020,Pterodroma longirostris,VU,Vulnerable,0.4
2000,Pterodroma neglecta,LC,Lower Risk/least concern,0
2001,Pterodroma neglecta,LC,Lower Risk/least concern,0
2002,Pterodroma neglecta,LC,Lower Risk/least concern,0
2003,Pterodroma neglecta,LC,Lower Risk/least concern,0
2004,Pterodroma neglecta,LC,Least Concern,0
2005,Pterodroma neglecta,LC,Least Concern,0
2006,Pterodroma neglecta,LC,Least Concern,0
2007,Pterodroma neglecta,LC,Least Concern,0
2008,Pterodroma neglecta,LC,Least Concern,0
2009,Pterodroma neglecta,LC,Least Concern,0
2010,Pterodroma neglecta,LC,Least Concern,0
2011,Pterodroma neglecta,LC,Least Concern,0
2012,Pterodroma neglecta,LC,Least Concern,0
2013,Pterodroma neglecta,LC,Least Concern,0
2014,Pterodroma neglecta,LC,Least Concern,0
2015,Pterodroma neglecta,LC,Least Concern,0
2016,Pterodroma neglecta,LC,Least Concern,0
2017,Pterodroma neglecta,LC,Least Concern,0
2018,Pterodroma neglecta,LC,Least Concern,0
2019,Pterodroma neglecta,LC,Least Concern,0
2020,Pterodroma neglecta,LC,Least Concern,0
2000,Pterodroma nigripennis,LC,Lower Risk/least concern,0
2001,Pterodroma nigripennis,LC,Lower Risk/least concern,0
2002,Pterodroma nigripennis,LC,Lower Risk/least concern,0
2003,Pterodroma nigripennis,LC,Lower Risk/least concern,0
2004,Pterodroma nigripennis,LC,Least Concern,0
2005,Pterodroma nigripennis,LC,Least Concern,0
2006,Pterodroma nigripennis,LC,Least Concern,0
2007,Pterodroma nigripennis,LC,Least Concern,0
2008,Pterodroma nigripennis,LC,Least Concern,0
2009,Pterodroma nigripennis,LC,Least Concern,0
2010,Pterodroma nigripennis,LC,Least Concern,0
2011,Pterodroma nigripennis,LC,Least Concern,0
2012,Pterodroma nigripennis,LC,Least Concern,0
2013,Pterodroma nigripennis,LC,Least Concern,0
2014,Pterodroma nigripennis,LC,Least Concern,0
2015,Pterodroma nigripennis,LC,Least Concern,0
2016,Pterodroma nigripennis,LC,Least Concern,0
2017,Pterodroma nigripennis,LC,Least Concern,0
2018,Pterodroma nigripennis,LC,Least Concern,0
2019,Pterodroma nigripennis,LC,Least Concern,0
2020,Pterodroma nigripennis,LC,Least Concern,0
2000,Pterodroma pycrofti,VU,Vulnerable,0.4
2001,Pterodroma pycrofti,VU,Vulnerable,0.4
2002,Pterodroma pycrofti,VU,Vulnerable,0.4
2003,Pterodroma pycrofti,VU,Vulnerable,0.4
2004,Pterodroma pycrofti,VU,Vulnerable,0.4
2005,Pterodroma pycrofti,VU,Vulnerable,0.4
2006,Pterodroma pycrofti,VU,Vulnerable,0.4
2007,Pterodroma pycrofti,VU,Vulnerable,0.4
2008,Pterodroma pycrofti,VU,Vulnerable,0.4
2009,Pterodroma pycrofti,VU,Vulnerable,0.4
2010,Pterodroma pycrofti,VU,Vulnerable,0.4
2011,Pterodroma pycrofti,VU,Vulnerable,0.4
2012,Pterodroma pycrofti,VU,Vulnerable,0.4
2013,Pterodroma pycrofti,VU,Vulnerable,0.4
2014,Pterodroma pycrofti,VU,Vulnerable,0.4
2015,Pterodroma pycrofti,VU,Vulnerable,0.4
2016,Pterodroma pycrofti,VU,Vulnerable,0.4
2017,Pterodroma pycrofti,VU,Vulnerable,0.4
2018,Pterodroma pycrofti,VU,Vulnerable,0.4
2019,Pterodroma pycrofti,VU,Vulnerable,0.4
2020,Pterodroma pycrofti,VU,Vulnerable,0.4
2000,Pterodroma sandwichensis,VU,Vulnerable,0.4
2001,Pterodroma sandwichensis,VU,Vulnerable,0.4
2002,Pterodroma sandwichensis,VU,Vulnerable,0.4
2003,Pterodroma sandwichensis,VU,Vulnerable,0.4
2004,Pterodroma sandwichensis,VU,Vulnerable,0.4
2005,Pterodroma sandwichensis,VU,Vulnerable,0.4
2006,Pterodroma sandwichensis,VU,Vulnerable,0.4
2007,Pterodroma sandwichensis,VU,Vulnerable,0.4
2008,Pterodroma sandwichensis,VU,Vulnerable,0.4
2009,Pterodroma sandwichensis,VU,Vulnerable,0.4
2010,Pterodroma sandwichensis,VU,Vulnerable,0.4
2011,Pterodroma sandwichensis,VU,Vulnerable,0.4
2012,Pterodroma sandwichensis,VU,Vulnerable,0.4
2013,Pterodroma sandwichensis,VU,Vulnerable,0.4
2014,Pterodroma sandwichensis,VU,Vulnerable,0.4
2015,Pterodroma sandwichensis,VU,Vulnerable,0.4
2016,Pterodroma sandwichensis,VU,Vulnerable,0.4
2017,Pterodroma sandwichensis,VU,Vulnerable,0.4
2018,Pterodroma sandwichensis,EN,Endangered,0.6
2019,Pterodroma sandwichensis,EN,Endangered,0.6
2020,Pterodroma sandwichensis,EN,Endangered,0.6
2000,Pterodroma solandri,VU,Vulnerable,0.4
2001,Pterodroma solandri,VU,Vulnerable,0.4
2002,Pterodroma solandri,VU,Vulnerable,0.4
2003,Pterodroma solandri,VU,Vulnerable,0.4
2004,Pterodroma solandri,VU,Vulnerable,0.4
2005,Pterodroma solandri,VU,Vulnerable,0.4
2006,Pterodroma solandri,VU,Vulnerable,0.4
2007,Pterodroma solandri,VU,Vulnerable,0.4
